Product ID,Product Name,Category,Form,Description,Long Description,Suitable Crops,Suitable Soils,Growth Stage,Is Active,Is Featured,Tags,Categories Array,NPK Nitrogen,NPK Phosphorus,NPK Potassium,Solubility,pH Min,pH Max,Application Method,Rate Min,Rate Max,Rate Unit,Frequency,Timing,Retail Price,Wholesale Price,Currency,In Stock,Quantity,Unit,Toxicity,Handling,Storage,Images,Brochures,Certifications,Created At,Updated At,Target Diseases,Disease Treatment Efficacy,Treatment Protocol,Dosage for Disease Treatment,Application Method for Disease,Frequency for Disease Treatment,Prevention vs Treatment,Crop-Specific Disease Treatment,Seasonal Application,Compatibility with Other Products,Safety Precautions for Disease Treatment,Expected Results Timeline,Environmental Conditions,Resistance Management,Research Notes
689dbbb65b260f2e5f998f5b,NPK 0-52-34,Suspension Items,Suspension,Stable suspensions delivering high analysis NPK.,,"Cereals, cotton, rice, citrus, fruit trees","Loam, Clay, Chalky, Alkaline",Vegetative to fruiting; fertigation/foliar,true,false,"alkaline, cereals, chalky, citrus, clay, cotton, fruit-trees, loam, rice, suspension, suspension-items",,,52,34,Fully soluble,5.5,6.5,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,Vegetative to fruiting; fertigation/foliar,1200,1080,INR,true,1000,L,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f5c,NPK 12-6-60,Suspension Items,Suspension,Stable suspensions delivering high analysis NPK.,,"Cereals, cotton, rice, citrus, fruit trees","Loam, Clay, Chalky, Alkaline",Vegetative to fruiting; fertigation/foliar,true,false,"alkaline, cereals, chalky, citrus, clay, cotton, fruit-trees, loam, rice, suspension, suspension-items",,12,6,60,Fully soluble,5.5,6.5,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,Vegetative to fruiting; fertigation/foliar,1200,1080,INR,true,1000,L,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f63,RNZ SB+ (SB 90%),Sulphur Based,Sulphur/Amendment,Elemental/compound S with optional Zn/B; pH & S correction.,,"Oilseeds, legumes, cereals; S & Zn correction","Alkaline, Loam, Sandy, Clay",Pre-plant or early season; soil amendment,true,false,"alkaline, cereals, clay, legumes, loam, oilseeds, s-zn-correction, sandy, sulphur-amendment, sulphur-based",,,,,Slow release,6,7,Soil Application,100,200,kg/ha,At planting and topdress,Pre-plant or early season; soil amendment,650,585,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f64,RNZ ES 99.5%,Sulphur Based,Sulphur/Amendment,Elemental/compound S with optional Zn/B; pH & S correction.,,"Oilseeds, legumes, cereals; S & Zn correction","Alkaline, Loam, Sandy, Clay",Pre-plant or early season; soil amendment,true,false,"alkaline, cereals, clay, legumes, loam, oilseeds, s-zn-correction, sandy, sulphur-amendment, sulphur-based",,,,,Slow release,6,7,Soil Application,100,200,kg/ha,At planting and topdress,Pre-plant or early season; soil amendment,650,585,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f6f,Calcium Nitrate – Soluble,Straights Items,Straight,"Single-nutrient or binary sources (N, P, K, Ca, etc.).",,All crops (depending on nutrient need),"Varies; common: Loam, Clay, Sandy",As per nutrient plan (base/topdress/foliar),true,false,"all-crops-depending-on-nutrient-need, clay, common-loam, sandy, straight, straights-items, varies",,,,,Slow release,6,7,Soil Application,100,200,kg/ha,At planting and topdress,As per nutrient plan (base/topdress/foliar),650,585,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f70,Potassium Magnesium Sulphate,Straights Items,Straight,"Single-nutrient or binary sources (N, P, K, Ca, etc.).",,All crops (depending on nutrient need),"Varies; common: Loam, Clay, Sandy",As per nutrient plan (base/topdress/foliar),true,false,"all-crops-depending-on-nutrient-need, clay, common-loam, sandy, straight, straights-items, varies",,,,,Slow release,6,7,Soil Application,100,200,kg/ha,At planting and topdress,As per nutrient plan (base/topdress/foliar),650,585,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f74,Fe EDDHA 6%,Micro Elements,Micronutrient,Chelated/available trace elements.,"Fe EDDHA 6% is a highly stable iron chelate fertilizer with 6% iron, designed to correct iron chlorosis in crops like citrus, grapes, and ornamentals grown in high-pH (4-10) or calcareous soils. Its ortho-ortho EDDHA form ensures iron availability, boosting chlorophyll production, photosynthesis, and plant vigor, leading to 15-20% yield improvements and greener foliage. Ideal for foliar or soil application, it remains effective in alkaline conditions where other iron sources fail.","Fruit trees, citrus, grapes, greens; deficiency correction","Alkaline/Acidic (per element), Sandy, Loam, Peat",As deficiency appears; foliar or fertigation,true,false,"Micro Elements, Micronutrient, As deficiency appears; foliar or fertigation",,,,,Custom,6,7,Custom,1,5,kg/ha,As needed,As deficiency appears; foliar or fertigation,1500,1350,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",https://storage.googleapis.com/rnz-cropwise.firebasestorage.app/products/fe-eddha-6%-1758617694183.png,,,,Tue Sep 23 2025 12:54:55 GMT+0400 (Gulf Standard Time),,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f7b,MgNa EDTA 6%,Micro Elements,Micronutrient,Chelated/available trace elements.,,"Fruit trees, citrus, grapes, greens; deficiency correction","Alkaline/Acidic (per element), Sandy, Loam, Peat",As deficiency appears; foliar or fertigation,true,false,"acidic-per-element, alkaline, citrus, deficiency-correction, fruit-trees, grapes, greens, loam, micro-elements, micronutrient, peat, sandy",,,,,Fully soluble,5.5,6.5,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,As deficiency appears; foliar or fertigation,1500,1350,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f7f,Combi Mix,Micro Elements,Micronutrient,Chelated/available trace elements.,,"Fruit trees, citrus, grapes, greens; deficiency correction","Alkaline/Acidic (per element), Sandy, Loam, Peat",As deficiency appears; foliar or fertigation,true,false,"acidic-per-element, alkaline, citrus, deficiency-correction, fruit-trees, grapes, greens, loam, micro-elements, micronutrient, peat, sandy",,,,,Fully soluble,5.5,6.5,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,As deficiency appears; foliar or fertigation,1500,1350,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f82,Manganese Sulphate,Sulphates Products,Micronutrient (Sulphate),"Sulphate salts of Zn, Mg, Mn, Fe, Cu.",,"Cereals, vegetables, oilseeds; Mg/Zn/Mn/Fe/Cu correction","Sandy, Acidic, Loam",Deficiency correction; soil/foliar,true,false,"acidic, cereals, cu-correction, fe, loam, mg, micronutrient-sulphate, mn, oilseeds, sandy, sulphates-products, vegetables, zn",,,,,Fully soluble,5.5,6.5,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,Deficiency correction; soil/foliar,1500,1350,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f83,Ferrous Sulphate – Hepta & Mono,Sulphates Products,Micronutrient (Sulphate),"Sulphate salts of Zn, Mg, Mn, Fe, Cu.",,"Cereals, vegetables, oilseeds; Mg/Zn/Mn/Fe/Cu correction","Sandy, Acidic, Loam",Deficiency correction; soil/foliar,true,false,"acidic, cereals, cu-correction, fe, loam, mg, micronutrient-sulphate, mn, oilseeds, sandy, sulphates-products, vegetables, zn",,,,,Fully soluble,5.5,6.5,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,Deficiency correction; soil/foliar,1500,1350,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f84,Copper Sulphate – Pentahydrate,Sulphates Products,Micronutrient (Sulphate),"Sulphate salts of Zn, Mg, Mn, Fe, Cu.",,"Cereals, vegetables, oilseeds; Mg/Zn/Mn/Fe/Cu correction","Sandy, Acidic, Loam",Deficiency correction; soil/foliar,true,false,"acidic, cereals, cu-correction, fe, loam, mg, micronutrient-sulphate, mn, oilseeds, sandy, sulphates-products, vegetables, zn",,,,,Fully soluble,5.5,6.5,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,Deficiency correction; soil/foliar,1500,1350,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f86,Guano Phosphate,Bio/Organic Items,Organic/Bio,Biostimulants & soil improvers.,,All crops; organic & soil health programs,"Loam, Sandy, Clay, Peat, Acidic",Any stage; soil conditioning,true,false,"acidic, all-crops, bio-organic-items, clay, loam, organic-bio, organic-soil-health-programs, peat, sandy",,,,,Fully soluble,6,7,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,Any stage; soil conditioning,650,585,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f87,Humic / Fulvic Acid,Bio/Organic Items,Organic/Bio,Biostimulants & soil improvers.,,All crops; organic & soil health programs,"Loam, Sandy, Clay, Peat, Acidic",Any stage; soil conditioning,true,false,"acidic, all-crops, bio-organic-items, clay, loam, organic-bio, organic-soil-health-programs, peat, sandy",,,,,Fully soluble,6,7,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,Any stage; soil conditioning,650,585,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f89,Soil Conditioners,Bio/Organic Items,Organic/Bio,Biostimulants & soil improvers.,,All crops; organic & soil health programs,"Loam, Sandy, Clay, Peat, Acidic",Any stage; soil conditioning,true,false,"acidic, all-crops, bio-organic-items, clay, loam, organic-bio, organic-soil-health-programs, peat, sandy",,,,,Fully soluble,6,7,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,Any stage; soil conditioning,650,585,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f46,NPK 12-12-36+TE,Water Soluble NPK,WSF Powder,High-purity fully soluble grades for quick uptake.,,"All crops; strong for vegetables, fruits, hydroponics","Loam, Sandy, Silt, Hydroponics",Vegetative to flowering; fertigation/foliar,true,false,"all-crops, fruits, hydroponics, loam, sandy, silt, strong-for-vegetables, water-soluble-npk-100-soluble-powders, wsf-powder",,12,12,36,Fully soluble,5.5,6.5,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,Vegetative to flowering; fertigation/foliar,850,765,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f48,NPK 12-11-18,Granular NPK,Granular,Uniform granules; balanced macronutrients.,,"Cereals, legumes, potatoes, cotton, fruit trees, citrus","Loam, Clay, Sandy, Chalky",Base/planting & vegetative topdress,true,false,"cereals, chalky, citrus, clay, cotton, fruit-trees, granular, granular-npk-grades, legumes, loam, potatoes, sandy",,12,11,18,Slow release,6,7,Soil Application,100,200,kg/ha,At planting and topdress,Base/planting & vegetative topdress,650,585,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f4b,NPK 18-5-18,Granular NPK,Granular,Uniform granules; balanced macronutrients.,,"Cereals, legumes, potatoes, cotton, fruit trees, citrus","Loam, Clay, Sandy, Chalky",Base/planting & vegetative topdress,true,false,"cereals, chalky, citrus, clay, cotton, fruit-trees, granular, granular-npk-grades, legumes, loam, potatoes, sandy",,18,5,18,Slow release,6,7,Soil Application,100,200,kg/ha,At planting and topdress,Base/planting & vegetative topdress,650,585,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f50,Urea Liquid,Liquid Items,Liquid,Concentrated liquids for rapid response.,,"Leafy greens, vegetables, fruits, hydroponics, ornamentals","Hydroponics, Sandy, Loam, Peat",Foliar/fertigation across stages; fast correction,true,false,"fruits, hydroponics, leafy-greens, liquid, liquid-items, loam, ornamentals, peat, sandy, vegetables",,,,,Fully soluble,5.5,6.5,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,Foliar/fertigation across stages; fast correction,1200,1080,INR,true,1000,L,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f53,Seaweed Liquid,Liquid Items,Liquid,Concentrated liquids for rapid response.,,"Leafy greens, vegetables, fruits, hydroponics, ornamentals","Hydroponics, Sandy, Loam, Peat",Foliar/fertigation across stages; fast correction,true,false,"fruits, hydroponics, leafy-greens, liquid, liquid-items, loam, ornamentals, peat, sandy, vegetables",,,,,Fully soluble,5.5,6.5,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,Foliar/fertigation across stages; fast correction,1200,1080,INR,true,1000,L,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f58,Ammonium Polyphosphate (APP),Liquid Items,Liquid,Concentrated liquids for rapid response.,,"Leafy greens, vegetables, fruits, hydroponics, ornamentals","Hydroponics, Sandy, Loam, Peat",Foliar/fertigation across stages; fast correction,true,false,"fruits, hydroponics, leafy-greens, liquid, liquid-items, loam, ornamentals, peat, sandy, vegetables",,,,,Fully soluble,5.5,6.5,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,Foliar/fertigation across stages; fast correction,1200,1080,INR,true,1000,L,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f5e,NPK 12-61-0,Suspension Items,Suspension,Stable suspensions delivering high analysis NPK.,,"Cereals, cotton, rice, citrus, fruit trees","Loam, Clay, Chalky, Alkaline",Vegetative to fruiting; fertigation/foliar,true,false,"alkaline, cereals, chalky, citrus, clay, cotton, fruit-trees, loam, rice, suspension, suspension-items",,12,61,,Fully soluble,5.5,6.5,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,Vegetative to fruiting; fertigation/foliar,1200,1080,INR,true,1000,L,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f5f,NPK 25-25-25,Suspension Items,Suspension,Stable suspensions delivering high analysis NPK.,,"Cereals, cotton, rice, citrus, fruit trees","Loam, Clay, Chalky, Alkaline",Vegetative to fruiting; fertigation/foliar,true,false,"alkaline, cereals, chalky, citrus, clay, cotton, fruit-trees, loam, rice, suspension, suspension-items",,25,25,25,Fully soluble,5.5,6.5,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,Vegetative to fruiting; fertigation/foliar,1200,1080,INR,true,1000,L,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f60,NPK 40-10-10,Suspension Items,Suspension,Stable suspensions delivering high analysis NPK.,,"Cereals, cotton, rice, citrus, fruit trees","Loam, Clay, Chalky, Alkaline",Vegetative to fruiting; fertigation/foliar,true,false,"alkaline, cereals, chalky, citrus, clay, cotton, fruit-trees, loam, rice, suspension, suspension-items",,40,10,10,Fully soluble,5.5,6.5,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,Vegetative to fruiting; fertigation/foliar,1200,1080,INR,true,1000,L,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f65,RNZ SB+Zn 8%,Sulphur Based,Sulphur/Amendment,Elemental/compound S with optional Zn/B; pH & S correction.,,"Oilseeds, legumes, cereals; S & Zn correction","Alkaline, Loam, Sandy, Clay",Pre-plant or early season; soil amendment,true,false,"alkaline, cereals, clay, legumes, loam, oilseeds, s-zn-correction, sandy, sulphur-amendment, sulphur-based",,,,,Slow release,6,7,Soil Application,100,200,kg/ha,At planting and topdress,Pre-plant or early season; soil amendment,650,585,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f66,RNZ SB+Zn18%,Sulphur Based,Sulphur/Amendment,Elemental/compound S with optional Zn/B; pH & S correction.,,"Oilseeds, legumes, cereals; S & Zn correction","Alkaline, Loam, Sandy, Clay",Pre-plant or early season; soil amendment,true,false,"alkaline, cereals, clay, legumes, loam, oilseeds, s-zn-correction, sandy, sulphur-amendment, sulphur-based",,,,,Slow release,6,7,Soil Application,100,200,kg/ha,At planting and topdress,Pre-plant or early season; soil amendment,650,585,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f67,RNZ SB+B1.20%,Sulphur Based,Sulphur/Amendment,Elemental/compound S with optional Zn/B; pH & S correction.,,"Oilseeds, legumes, cereals; S & Zn correction","Alkaline, Loam, Sandy, Clay",Pre-plant or early season; soil amendment,true,false,"alkaline, cereals, clay, legumes, loam, oilseeds, s-zn-correction, sandy, sulphur-amendment, sulphur-based",,,,,Slow release,6,7,Soil Application,100,200,kg/ha,At planting and topdress,Pre-plant or early season; soil amendment,650,585,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f6c,Mono Potassium Phosphate,Straights Items,Straight,"Single-nutrient or binary sources (N, P, K, Ca, etc.).",,All crops (depending on nutrient need),"Varies; common: Loam, Clay, Sandy",As per nutrient plan (base/topdress/foliar),true,false,"all-crops-depending-on-nutrient-need, clay, common-loam, sandy, straight, straights-items, varies",,,,,Slow release,6,7,Soil Application,100,200,kg/ha,At planting and topdress,As per nutrient plan (base/topdress/foliar),650,585,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f72,Triple Superphosphate,Straights Items,Straight,"Single-nutrient or binary sources (N, P, K, Ca, etc.).",,All crops (depending on nutrient need),"Varies; common: Loam, Clay, Sandy",As per nutrient plan (base/topdress/foliar),true,false,"all-crops-depending-on-nutrient-need, clay, common-loam, sandy, straight, straights-items, varies",,,,,Slow release,6,7,Soil Application,100,200,kg/ha,At planting and topdress,As per nutrient plan (base/topdress/foliar),650,585,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f73,"TSP, DAP, MAP – Granular",Straights Items,Straight,"Single-nutrient or binary sources (N, P, K, Ca, etc.).",,All crops (depending on nutrient need),"Varies; common: Loam, Clay, Sandy",As per nutrient plan (base/topdress/foliar),true,false,"all-crops-depending-on-nutrient-need, clay, common-loam, sandy, straight, straights-items, varies",,,,,Slow release,6,7,Soil Application,100,200,kg/ha,At planting and topdress,As per nutrient plan (base/topdress/foliar),650,585,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f7a,Zn EDTA 15%,Micro Elements,Micronutrient,Chelated/available trace elements.,,"Fruit trees, citrus, grapes, greens; deficiency correction","Alkaline/Acidic (per element), Sandy, Loam, Peat",As deficiency appears; foliar or fertigation,true,false,"acidic-per-element, alkaline, citrus, deficiency-correction, fruit-trees, grapes, greens, loam, micro-elements, micronutrient, peat, sandy",,,,,Fully soluble,5.5,6.5,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,As deficiency appears; foliar or fertigation,1500,1350,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f7c,Di-Sodium Octa Borate Tetrahydrate,Micro Elements,Micronutrient,Chelated/available trace elements.,,"Fruit trees, citrus, grapes, greens; deficiency correction","Alkaline/Acidic (per element), Sandy, Loam, Peat",As deficiency appears; foliar or fertigation,true,false,"acidic-per-element, alkaline, citrus, deficiency-correction, fruit-trees, grapes, greens, loam, micro-elements, micronutrient, peat, sandy",,,,,Fully soluble,5.5,6.5,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,As deficiency appears; foliar or fertigation,1500,1350,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f7d,DOT (Boron - 21%),Micro Elements,Micronutrient,Chelated/available trace elements.,,"Fruit trees, citrus, grapes, greens; deficiency correction","Alkaline/Acidic (per element), Sandy, Loam, Peat",As deficiency appears; foliar or fertigation,true,false,"acidic-per-element, alkaline, citrus, deficiency-correction, fruit-trees, grapes, greens, loam, micro-elements, micronutrient, peat, sandy",,,,,Fully soluble,5.5,6.5,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,As deficiency appears; foliar or fertigation,1500,1350,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f88,Seaweed Range,Bio/Organic Items,Organic/Bio,Biostimulants & soil improvers.,,All crops; organic & soil health programs,"Loam, Sandy, Clay, Peat, Acidic",Any stage; soil conditioning,true,false,"acidic, all-crops, bio-organic-items, clay, loam, organic-bio, organic-soil-health-programs, peat, sandy",,,,,Fully soluble,6,7,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,Any stage; soil conditioning,650,585,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
689dbbb65b260f2e5f998f8a,Amino Acids,Bio/Organic Items,Organic/Bio,Biostimulants & soil improvers.,,All crops; organic & soil health programs,"Loam, Sandy, Clay, Peat, Acidic",Any stage; soil conditioning,true,false,"acidic, all-crops, bio-organic-items, clay, loam, organic-bio, organic-soil-health-programs, peat, sandy",,,,,Fully soluble,6,7,"Foliar, Fertigation",2,5,kg/ha,Every 7-15 days,Any stage; soil conditioning,650,585,INR,true,1000,kg,Standard agricultural product,Follow standard safety procedures,"Store in cool, dry place",,,,,,,,,,,,,,,,,,,,
